key	英文原文	当前中文	修改列(填这里覆盖)	备注
Flight.CraftRecovery.BodyRecoupPluralFormat	You can recover {0} parts from this craft and recoup {1}.	你可以从该载具回收 {0} 个零件，并收回 {1}。		
Flight.CraftRecovery.BodyPaySingularFormat	You can recover {0} part from this craft but you will need to pay {1}.	你可以从该载具回收 {0} 个零件，但需要支付 {1}。		
Flight.CraftRecovery.BodyPayPluralFormat	You can recover {0} parts from this craft but you will need to pay {1}.	你可以从该载具回收 {0} 个零件，但需要支付 {1}。		
Flight.CraftRecovery.RecommendDestroy	We recommend you destroy this craft instead.	建议改为摧毁该载具。		
Flight.CraftRecovery.RecommendRecoverSingular	There is an astronaut on board, so we recommend recovering this craft.	船上有航天员，建议回收该载具。		
Flight.CraftRecovery.RecommendRecoverPlural	There are astronauts on board, so we recommend recovering this craft.	船上有航天员，建议回收该载具。		
Flight.CraftRecovery.ConfirmPrompt	Do you want to recover this craft?	要回收该载具吗？		
Flight.CrewCompartment.MoveCannotFormat	Cannot move crew from {0}#{1}, because {2}	无法从 {0}#{1} 移动乘员，原因：{2}		
Flight.CrewCompartment.MovedIncompleteFormat	Crew Moved\n\nMovement of {0} Crew Member(s) Incomplete due to {1}	乘员已移动\n\n由于{1}，{0} 名乘员的移动未完成		
Flight.CrewCompartment.MoveReason.Capacity	Compartment Capacity	舱室容量		
Flight.CrewCompartment.MoveReason.Distance	Distance	距离		
Flight.CrewCompartment.TransferReason.External	you are transferring external crew	你正在转移外部乘员		
Flight.CrewCompartment.TransferReason.FromOtherFormat	you are moving crew from {0}	你正在从 {0} 转移乘员		
Flight.FlightLog.CraftCrushed	Your craft got crushed by the celestial body.	你的载具被天体压碎了。		
Flight.FlightLog.CraftExploded	Your craft exploded upon impact	你的载具在撞击时爆炸了		
Flight.Inspector.DeltaV.AntiNormal	Anti-normal	反法向		
Flight.Inspector.DeltaV.AntiNormalNormal	Anti-normal / Normal Delta-V	反法向 / 法向 Delta-V		
Flight.Inspector.DeltaV.Normal	Normal	法向		
Flight.Inspector.DeltaV.Prograde	Prograde	顺行		
Flight.Inspector.DeltaV.ProgradeRetrograde	Prograde / Retrograde Delta-V	顺行 / 逆行 Delta-V		
Flight.Inspector.DeltaV.RadialIn	Radial-in	径向内		
Flight.Inspector.DeltaV.RadialInOut	Radial-in / Radial-out Delta-V	径向内 / 径向外 Delta-V		
Flight.Inspector.DeltaV.RadialOut	Radial-out	径向外		
Flight.Inspector.DeltaV.Retrograde	Retrograde	逆行		
Flight.ManeuverNode.CurrentPeriod	Current Period	当前周期		
Flight.ManeuverNode.Error	Error	错误		
Flight.ManeuverNode.FuturePeriodFormat	Future Period: {0}	未来周期：{0}		
Flight.ManeuverNode.NextPeriod	Next Period	下一周期		
Flight.ManeuverNode.OrbitalPeriodTooltip	This can be used to position the planned burn one or more orbital periods in the future.	可用它把计划点火定位到一个或多个轨道周期之后。		
Flight.ManeuverNode.PlannedBurn	Planned Burn	计划点火		
Flight.ManeuverNode.Sensitivity	Sensitivity	灵敏度		
Flight.ManeuverNode.SensitivityTooltip	Adjusts how sensitive the delta-v adjustment gizmos are. Lower sensitivity results in smaller delta-v changes when interacting with the planned burn gizmos.	调整 Delta-V 调节手柄的灵敏度。灵敏度越低，操作计划点火手柄时 Delta-V 的变化越小。		
Flight.MapItem.PlayerCraftFallback	Player Craft	玩家载具		
Flight.MapItem.SelectFormat	Select {0}	选择 {0}		
Flight.MapView.ContextMenu.PlannedBurnApoapsis	Planned Burn at Apoapsis	在远拱点计划点火		
Flight.MapView.ContextMenu.PlannedBurnAscendingNode	Planned Burn at Ascending Node	在升交点计划点火		
Flight.MapView.ContextMenu.PlannedBurnAscendingNodeTarget	Planned Burn at Ascending Node (Target)	在升交点计划点火（目标）		
Flight.MapView.ContextMenu.PlannedBurnDescendingNode	Planned Burn at Descending Node	在降交点计划点火		
Flight.MapView.ContextMenu.PlannedBurnDescendingNodeTarget	Planned Burn at Descending Node (Target)	在降交点计划点火（目标）		
Flight.MapView.ContextMenu.PlannedBurnHere	Planned Burn Here	在此处计划点火		
Flight.MapView.ContextMenu.PlannedBurnPeriapsis	Planned Burn at Periapsis	在近拱点计划点火		
Flight.MapView.ContextMenu.WarpHere	Warp Here	加速至此		
Flight.MapView.ContextMenu.WarpToApoapsis	Warp to Apoapsis	加速至远拱点		
Flight.MapView.ContextMenu.WarpToAscendingNode	Warp to Ascending Node	加速至升交点		
Flight.MapView.ContextMenu.WarpToAscendingNodeTarget	Warp to Ascending Node (Target)	加速至升交点（目标）		
Flight.MapView.ContextMenu.WarpToDescendingNode	Warp to Descending Node	加速至降交点		
Flight.MapView.ContextMenu.WarpToDescendingNodeTarget	Warp to Descending Node (Target)	加速至降交点（目标）		
Flight.MapView.ContextMenu.WarpToPeriapsis	Warp to Periapsis	加速至近拱点		
Flight.MapView.Inspector.BurnAccuracy.High	High	高		
Flight.MapView.Inspector.BurnAccuracy.Low	Low	低		
Flight.MapView.Inspector.BurnAccuracy.Med	Med	中		
Flight.MapView.Inspector.BurnAccuracy.NotRecommended	Not Recommended	不推荐		
Flight.MapView.Inspector.DeleteCraftConfirmationFormat	Are you sure you want to destroy '{0}'?	确定要摧毁「{0}」吗？		
Flight.MapView.Inspector.DeletedCraftFormat	Destroyed craft: {0}	已摧毁载具：{0}		
Flight.MapView.Inspector.DeletedPlannedBurn	Deleted planned burn.	已删除计划点火。		
Flight.MapView.Inspector.DockingStatus.NoActivity	No Activity	无活动		
Flight.MapView.Inspector.DockingStatus.PortFormat	Port {0}	对接口 {0}		
Flight.MapView.Inspector.ItemType.Craft	Craft	载具		
Flight.MapView.Inspector.ItemType.Planet	Planet	行星		
Flight.MapView.Inspector.NodeType.EnterSoi	Enter SOI	进入影响范围		
Flight.MapView.Inspector.NodeType.ExitSoi	Exit SOI	离开影响范围		
Flight.MapView.Inspector.NodeType.PlannedBurn	Planned Burn	计划点火		
Flight.MapView.Inspector.PlayerCraftPrefix	Player Craft - 	玩家载具 - 		
Flight.MapView.NotUnlocked	You haven't unlocked the map view yet. You can unlock it in the Tech Tree.	你还没有解锁地图视图。可在科技树中解锁。		
Flight.NavSphere.IndicatorType.AntiNormal	Anti Normal	反法向		
Flight.NavSphere.IndicatorType.AntiTarget	Anti Target	反目标		
Flight.NavSphere.IndicatorType.Down	Down	下		
Flight.NavSphere.IndicatorType.East	East	东		
Flight.NavSphere.IndicatorType.ManeuverNode	Maneuver Node	机动节点		
Flight.NavSphere.IndicatorType.Normal	Normal	法向		
Flight.NavSphere.IndicatorType.North	North	北		
Flight.NavSphere.IndicatorType.RadialIn	Radial In	径向内		
Flight.NavSphere.IndicatorType.RadialOut	Radial Out	径向外		
Flight.NavSphere.IndicatorType.South	South	南		
Flight.NavSphere.IndicatorType.Target	Target	目标		
Flight.NavSphere.IndicatorType.Up	Up	上		
Flight.NavSphere.IndicatorType.VelocityPrograde	Velocity Prograde	顺行速度		
Flight.NavSphere.IndicatorType.VelocityRetrograde	Velocity Retrograde	逆行速度		
Flight.NavSphere.IndicatorType.West	West	西		
Flight.NextBurn.ArrivalTime	Arrival Time	到达时间		
Flight.NextBurn.BurnTime	Burn Time	点火时间		
Flight.NextBurn.DeltaV	Delta-V	Delta-V		
Flight.NextBurn.DeltaVProgressBar	Delta V	Delta V		
Flight.NextBurn.Title	Next Burn	下次点火		
Flight.OrbitChain.BurnNode	Burn Node	点火节点		
Flight.OrbitChain.Craft	Craft	载具		
Flight.OrbitChain.Day	day	天		
Flight.OrbitChain.Days	days	天		
Flight.OrbitChain.DaysFormat	{0:.0}days	{0:.0}天		
Flight.OrbitChain.EnterNode	Enter Node	进入节点		
Flight.OrbitChain.ExitNode	Exit Node	离开节点		
Flight.OrbitChain.NaN	NaN	NaN		
Flight.OrbitChain.Year	year	年		
Flight.OrbitChain.Years	years	年		
Flight.Teleport.CannotCrossPlanet	Cannot teleport to a target on another planet.	无法传送到另一颗行星上的目标。		
Flight.Teleport.NextToTarget	Teleported next to the target	已传送到目标旁边		
Flight.Teleport.TargetDockingPort	Teleported to the target docking port	已传送到目标对接口		
Flight.Teleport.TargetLocation	Teleported to target location	已传送到目标位置		
Flight.Teleport.TargetPlanet	Teleported to target planet	已传送到目标行星		
Flight.Teleport.UpDistanceFormat	Teleported up {0}m	已向上传送 {0}m		
Flight.TimeManager.Warp	WARP	加速		
Flight.TimePanel.MissionTime.DayAbbrLong	D	天		
Flight.TimePanel.MissionTime.YearAbbr	Y	年		
Game.SaveLoadFailed	The game failed to load the save. Check the log for more info.	游戏无法加载该存档。查看日志了解详情。		
Game.SaveNotFound	The game attempted to load a save that does not exist. Check the log for more info.	游戏尝试加载不存在的存档。查看日志了解详情。		
Inspector.Undo.AddedFormat	Added {0}	已添加 {0}		
Inspector.Undo.DeletedItemInFormat	Deleted item in {0}	{0} 中删除条目		
Inspector.Undo.RearrangedItemsInFormat	Rearranged items in {0}	{0} 中重排条目		
Inspector.Undo.RemovedFormat	Removed {0}	已移除 {0}		
Levels.Common.DistanceTraveledFormat	Distance Traveled: {0}	飞行距离：{0}		
Levels.Common.FuelUsedFormat	Fuel Used: {0}	已用燃料：{0}		
Levels.Common.TimeFormat	Time: {0}	时间：{0}		
Levels.DockingPractice.ApproachCraft	Now carefully approach the craft until your docking port touches its docking port.	现在小心接近该载具，直到你的对接端口碰到它的对接端口。		
Levels.DockingPractice.Docked	Docked! ({0})	已对接！({0})		
Levels.DockingPractice.DockingProgress	Docking {0} ({1})	对接中 {0} ({1})		
Levels.DockingPractice.EnableAnalogSticks	Turn on the analog sticks so you can control your craft.	开启模拟摇杆，以便控制你的载具。		
Levels.DockingPractice.EnableTranslationMode	Now enable Translation Mode so that you can move your craft in straight lines instead of rotating.	现在启用平移模式，让载具沿直线移动而不是旋转。		
Levels.DockingPractice.GoalDockWithSatellite	Dock with Satellite	与卫星对接		
Levels.DockingPractice.GoalDockWithSatelliteTimed	Dock with Satellite ({0})	与卫星对接 ({0})		
Levels.DockingPractice.LockHeading	Now lock your craft's heading on the target.	现在将载具朝向锁定到目标上。		
Levels.DockingPractice.SelectDockingPort	First we need to select the satellite's docking port.	首先需要选择卫星的对接端口。		
Levels.DockingPractice.SetAsTarget	Now we need to set it as our target.	现在需要将它设为目标。		
Levels.EsaJuice.DeltaVUsedFormat	Delta-V Used: {0:F2} m/s	已用 Delta-V：{0:F2} m/s		
Levels.LevelDesigner.TotalFuelFormat	\n\nTotal Fuel: {0}	\n\n总燃料：{0}		
Levels.ParachuteLanding.GoalLandOnDroo	Land on Droo ({0})	降落在 Droo ({0})		
Levels.ParachuteLanding.LandedOnDroo	Landed on Droo! ({0})	已降落在 Droo！({0})		
Levels.Requirements.AltitudeAbove	Altitude > {0}	高度 > {0}		
Levels.Requirements.AltitudeBelow	Altitude < {0}	高度 < {0}		
Levels.Requirements.Apoapsis	Apoapsis	远拱点		
Levels.Requirements.ApsisEqualFormat	{0} = {1}	{0} = {1}		
Levels.Requirements.ApsisGreaterFormat	{0} > {1}	{0} > {1}		
Levels.Requirements.AvoidImpactFormat	Avoid impact with {0}	避免撞击 {0}		
Levels.Requirements.CompleteContractFormat	Complete Contract: {0}	完成合约：{0}		
Levels.Requirements.DistanceTraveledGreater	Distance Traveled > {0}m	飞行距离 > {0}m		
Levels.Requirements.Docked	Docked	已对接		
Levels.Requirements.DockWithFormat	Dock with {0}	与 {0} 对接		
Levels.Requirements.FollowsInstructions	Follows Instructions	遵循指令		
Levels.Requirements.FuelUsedLess	Fuel Used < {0}	已用燃料 < {0}		
Levels.Requirements.ImpactFormat	Impact {0}	撞击 {0}		
Levels.Requirements.InclinationFormat	Inclination = {0} +/- {1}	倾角 = {0} +/- {1}		
Levels.Requirements.LandOnFormat	Land on {0}	降落在 {0}		
Levels.Requirements.MaxSpeedGreater	Max Speed > {0}	最大速度 > {0}		
Levels.Requirements.MustBeUpright	Must be upright	必须保持直立		
Levels.Requirements.Periapsis	Periapsis	近拱点		
Levels.Requirements.SoFar	So far...	目前…		
Levels.Requirements.SphereOfInfluenceFormat	Sphere of Influence = {0}	影响范围 = {0}		
Levels.Requirements.TimeLess	Time < {0}	时间 < {0}		
Levels.SatelliteRendezvous.Docked	Docked! ({0})	已对接！({0})		
Levels.SatelliteRendezvous.DockingProgress	Docking {0} ({1})	对接中 {0} ({1})		
Levels.SatelliteRendezvous.GoalDockWithSatellite	Dock with Satellite	与卫星对接		
Levels.SatelliteRendezvous.GoalDockWithSatelliteTimed	Dock with Satellite ({0})	与卫星对接 ({0})		
